2024-06-07 16:33:56	Test-time adaptation benchmark: scenarios=Scenario(task='classification', model_name='resnet50', model_adaptation_method='dyn', model_selection_method='last_iterate', base_data_name='cifar10', src_data_name='cifar10', test_domains=[TestDomain(base_data_name='cifar10', data_name='cifar10_c_deterministic-gaussian_noise-5', shift_type='synthetic', shift_property=SyntheticShiftProperty(shift_degree=5, shift_name='gaussian_noise', version='deterministic', has_shift=True), domain_sampling_name='uniform', domain_sampling_value=None, domain_sampling_ratio=1), TestDomain(base_data_name='cifar10', data_name='cifar10_c_deterministic-shot_noise-5', shift_type='synthetic', shift_property=SyntheticShiftProperty(shift_degree=5, shift_name='shot_noise', version='deterministic', has_shift=True), domain_sampling_name='uniform', domain_sampling_value=None, domain_sampling_ratio=1), TestDomain(base_data_name='cifar10', data_name='cifar10_c_deterministic-impulse_noise-5', shift_type='synthetic', shift_property=SyntheticShiftProperty(shift_degree=5, shift_name='impulse_noise', version='deterministic', has_shift=True), domain_sampling_name='uniform', domain_sampling_value=None, domain_sampling_ratio=1), TestDomain(base_data_name='cifar10', data_name='cifar10_c_deterministic-defocus_blur-5', shift_type='synthetic', shift_property=SyntheticShiftProperty(shift_degree=5, shift_name='defocus_blur', version='deterministic', has_shift=True), domain_sampling_name='uniform', domain_sampling_value=None, domain_sampling_ratio=1), TestDomain(base_data_name='cifar10', data_name='cifar10_c_deterministic-glass_blur-5', shift_type='synthetic', shift_property=SyntheticShiftProperty(shift_degree=5, shift_name='glass_blur', version='deterministic', has_shift=True), domain_sampling_name='uniform', domain_sampling_value=None, domain_sampling_ratio=1), TestDomain(base_data_name='cifar10', data_name='cifar10_c_deterministic-motion_blur-5', shift_type='synthetic', shift_property=SyntheticShiftProperty(shift_degree=5, shift_name='motion_blur', version='deterministic', has_shift=True), domain_sampling_name='uniform', domain_sampling_value=None, domain_sampling_ratio=1), TestDomain(base_data_name='cifar10', data_name='cifar10_c_deterministic-zoom_blur-5', shift_type='synthetic', shift_property=SyntheticShiftProperty(shift_degree=5, shift_name='zoom_blur', version='deterministic', has_shift=True), domain_sampling_name='uniform', domain_sampling_value=None, domain_sampling_ratio=1), TestDomain(base_data_name='cifar10', data_name='cifar10_c_deterministic-snow-5', shift_type='synthetic', shift_property=SyntheticShiftProperty(shift_degree=5, shift_name='snow', version='deterministic', has_shift=True), domain_sampling_name='uniform', domain_sampling_value=None, domain_sampling_ratio=1), TestDomain(base_data_name='cifar10', data_name='cifar10_c_deterministic-frost-5', shift_type='synthetic', shift_property=SyntheticShiftProperty(shift_degree=5, shift_name='frost', version='deterministic', has_shift=True), domain_sampling_name='uniform', domain_sampling_value=None, domain_sampling_ratio=1), TestDomain(base_data_name='cifar10', data_name='cifar10_c_deterministic-fog-5', shift_type='synthetic', shift_property=SyntheticShiftProperty(shift_degree=5, shift_name='fog', version='deterministic', has_shift=True), domain_sampling_name='uniform', domain_sampling_value=None, domain_sampling_ratio=1), TestDomain(base_data_name='cifar10', data_name='cifar10_c_deterministic-brightness-5', shift_type='synthetic', shift_property=SyntheticShiftProperty(shift_degree=5, shift_name='brightness', version='deterministic', has_shift=True), domain_sampling_name='uniform', domain_sampling_value=None, domain_sampling_ratio=1), TestDomain(base_data_name='cifar10', data_name='cifar10_c_deterministic-contrast-5', shift_type='synthetic', shift_property=SyntheticShiftProperty(shift_degree=5, shift_name='contrast', version='deterministic', has_shift=True), domain_sampling_name='uniform', domain_sampling_value=None, domain_sampling_ratio=1), TestDomain(base_data_name='cifar10', data_name='cifar10_c_deterministic-elastic_transform-5', shift_type='synthetic', shift_property=SyntheticShiftProperty(shift_degree=5, shift_name='elastic_transform', version='deterministic', has_shift=True), domain_sampling_name='uniform', domain_sampling_value=None, domain_sampling_ratio=1), TestDomain(base_data_name='cifar10', data_name='cifar10_c_deterministic-pixelate-5', shift_type='synthetic', shift_property=SyntheticShiftProperty(shift_degree=5, shift_name='pixelate', version='deterministic', has_shift=True), domain_sampling_name='uniform', domain_sampling_value=None, domain_sampling_ratio=1), TestDomain(base_data_name='cifar10', data_name='cifar10_c_deterministic-jpeg_compression-5', shift_type='synthetic', shift_property=SyntheticShiftProperty(shift_degree=5, shift_name='jpeg_compression', version='deterministic', has_shift=True), domain_sampling_name='uniform', domain_sampling_value=None, domain_sampling_ratio=1)], test_case=TestCase(inter_domain=BatchMixing(non_iid_pattern='class_wise_over_domain', non_iid_ness=0.01, batch_size=64, sp_order='Shuffle_Shuffle', sp_scenarios='Homo&Cross&Heter'), batch_size=64, data_wise='batch_wise', offline_pre_adapt=False, episodic=False, intra_domain_shuffle=True))
2024-06-07 16:54:59		select the optimal model (1-th step and lr=0.0001) for the current mini-batch.
2024-06-07 16:54:59		initialize selection method=last_iterate.
2024-06-07 16:54:59		adapt the model for 1 steps with lr=0.0001.
2024-06-07 16:55:00		select the optimal model (1-th step and lr=0.0001) for the current mini-batch.
2024-06-07 16:55:00		initialize selection method=last_iterate.
2024-06-07 16:55:00		adapt the model for 1 steps with lr=0.0001.
2024-06-07 16:55:00		select the optimal model (1-th step and lr=0.0001) for the current mini-batch.
2024-06-07 16:55:00		initialize selection method=last_iterate.
2024-06-07 16:55:00		adapt the model for 1 steps with lr=0.0001.
2024-06-07 16:55:01		select the optimal model (1-th step and lr=0.0001) for the current mini-batch.
2024-06-07 16:55:01		initialize selection method=last_iterate.
2024-06-07 16:55:01		adapt the model for 1 steps with lr=0.0001.
2024-06-07 16:55:02		select the optimal model (1-th step and lr=0.0001) for the current mini-batch.
2024-06-07 16:55:02		initialize selection method=last_iterate.
2024-06-07 16:55:02		adapt the model for 1 steps with lr=0.0001.
2024-06-07 16:55:03		select the optimal model (1-th step and lr=0.0001) for the current mini-batch.
2024-06-07 16:55:03		initialize selection method=last_iterate.
2024-06-07 16:55:03		adapt the model for 1 steps with lr=0.0001.
2024-06-07 16:55:04		select the optimal model (1-th step and lr=0.0001) for the current mini-batch.
2024-06-07 16:55:04		initialize selection method=last_iterate.
2024-06-07 16:55:04		adapt the model for 1 steps with lr=0.0001.
2024-06-07 16:55:04		select the optimal model (1-th step and lr=0.0001) for the current mini-batch.
2024-06-07 16:55:04		initialize selection method=last_iterate.
2024-06-07 16:55:04		adapt the model for 1 steps with lr=0.0001.
2024-06-07 16:55:05		select the optimal model (1-th step and lr=0.0001) for the current mini-batch.
2024-06-07 16:55:05		initialize selection method=last_iterate.
2024-06-07 16:55:05		adapt the model for 1 steps with lr=0.0001.
2024-06-07 16:55:06		select the optimal model (1-th step and lr=0.0001) for the current mini-batch.
2024-06-07 16:55:06		initialize selection method=last_iterate.
2024-06-07 16:55:06		adapt the model for 1 steps with lr=0.0001.
2024-06-07 16:55:07		select the optimal model (1-th step and lr=0.0001) for the current mini-batch.
2024-06-07 16:55:07		initialize selection method=last_iterate.
2024-06-07 16:55:07		adapt the model for 1 steps with lr=0.0001.
2024-06-07 16:55:08		select the optimal model (1-th step and lr=0.0001) for the current mini-batch.
2024-06-07 16:55:08		initialize selection method=last_iterate.
2024-06-07 16:55:08		adapt the model for 1 steps with lr=0.0001.
2024-06-07 16:55:09		select the optimal model (1-th step and lr=0.0001) for the current mini-batch.
2024-06-07 16:55:09		initialize selection method=last_iterate.
2024-06-07 16:55:09		adapt the model for 1 steps with lr=0.0001.
2024-06-07 16:55:09		select the optimal model (1-th step and lr=0.0001) for the current mini-batch.
2024-06-07 16:55:09		initialize selection method=last_iterate.
2024-06-07 16:55:09		adapt the model for 1 steps with lr=0.0001.
2024-06-07 16:55:10		select the optimal model (1-th step and lr=0.0001) for the current mini-batch.
2024-06-07 16:55:10		initialize selection method=last_iterate.
2024-06-07 16:55:10		adapt the model for 1 steps with lr=0.0001.
2024-06-07 16:55:11		select the optimal model (1-th step and lr=0.0001) for the current mini-batch.
2024-06-07 16:55:11		initialize selection method=last_iterate.
2024-06-07 16:55:11		adapt the model for 1 steps with lr=0.0001.
2024-06-07 16:55:12		select the optimal model (1-th step and lr=0.0001) for the current mini-batch.
2024-06-07 16:55:12		initialize selection method=last_iterate.
2024-06-07 16:55:12		adapt the model for 1 steps with lr=0.0001.
2024-06-07 16:55:13		select the optimal model (1-th step and lr=0.0001) for the current mini-batch.
2024-06-07 16:55:13		initialize selection method=last_iterate.
2024-06-07 16:55:13		adapt the model for 1 steps with lr=0.0001.
2024-06-07 16:55:13		select the optimal model (1-th step and lr=0.0001) for the current mini-batch.
2024-06-07 16:55:14		initialize selection method=last_iterate.
2024-06-07 16:55:14		adapt the model for 1 steps with lr=0.0001.
2024-06-07 16:55:14		select the optimal model (1-th step and lr=0.0001) for the current mini-batch.
2024-06-07 16:55:14		initialize selection method=last_iterate.
2024-06-07 16:55:14		adapt the model for 1 steps with lr=0.0001.
2024-06-07 16:55:15		select the optimal model (1-th step and lr=0.0001) for the current mini-batch.
2024-06-07 16:55:15		initialize selection method=last_iterate.
2024-06-07 16:55:15		adapt the model for 1 steps with lr=0.0001.
2024-06-07 16:55:16		select the optimal model (1-th step and lr=0.0001) for the current mini-batch.
2024-06-07 16:55:16		initialize selection method=last_iterate.
2024-06-07 16:55:16		adapt the model for 1 steps with lr=0.0001.
2024-06-07 16:55:17		select the optimal model (1-th step and lr=0.0001) for the current mini-batch.
2024-06-07 16:55:17		initialize selection method=last_iterate.
2024-06-07 16:55:17		adapt the model for 1 steps with lr=0.0001.
2024-06-07 16:55:18		select the optimal model (1-th step and lr=0.0001) for the current mini-batch.
2024-06-07 16:55:18		initialize selection method=last_iterate.
2024-06-07 16:55:18		adapt the model for 1 steps with lr=0.0001.
2024-06-07 16:55:18		select the optimal model (1-th step and lr=0.0001) for the current mini-batch.
2024-06-07 16:55:18		initialize selection method=last_iterate.
2024-06-07 16:55:18		adapt the model for 1 steps with lr=0.0001.
2024-06-07 16:55:19		select the optimal model (1-th step and lr=0.0001) for the current mini-batch.
2024-06-07 16:55:19		initialize selection method=last_iterate.
2024-06-07 16:55:19		adapt the model for 1 steps with lr=0.0001.
2024-06-07 16:55:20		select the optimal model (1-th step and lr=0.0001) for the current mini-batch.
2024-06-07 16:55:20		initialize selection method=last_iterate.
2024-06-07 16:55:20		adapt the model for 1 steps with lr=0.0001.
2024-06-07 16:55:21		select the optimal model (1-th step and lr=0.0001) for the current mini-batch.
2024-06-07 16:55:21		initialize selection method=last_iterate.
2024-06-07 16:55:21		adapt the model for 1 steps with lr=0.0001.
2024-06-07 16:55:22		select the optimal model (1-th step and lr=0.0001) for the current mini-batch.
2024-06-07 16:55:22		initialize selection method=last_iterate.
2024-06-07 16:55:22		adapt the model for 1 steps with lr=0.0001.
2024-06-07 16:55:23		select the optimal model (1-th step and lr=0.0001) for the current mini-batch.
2024-06-07 16:55:23		initialize selection method=last_iterate.
2024-06-07 16:55:23		adapt the model for 1 steps with lr=0.0001.
2024-06-07 16:55:23		select the optimal model (1-th step and lr=0.0001) for the current mini-batch.
2024-06-07 16:55:23		initialize selection method=last_iterate.
2024-06-07 16:55:23		adapt the model for 1 steps with lr=0.0001.
2024-06-07 16:55:24		select the optimal model (1-th step and lr=0.0001) for the current mini-batch.
2024-06-07 16:55:24		initialize selection method=last_iterate.
2024-06-07 16:55:24		adapt the model for 1 steps with lr=0.0001.
2024-06-07 16:55:25		select the optimal model (1-th step and lr=0.0001) for the current mini-batch.
2024-06-07 16:55:25		initialize selection method=last_iterate.
2024-06-07 16:55:25		adapt the model for 1 steps with lr=0.0001.
2024-06-07 16:55:26		select the optimal model (1-th step and lr=0.0001) for the current mini-batch.
2024-06-07 16:55:26		initialize selection method=last_iterate.
2024-06-07 16:55:26		adapt the model for 1 steps with lr=0.0001.
2024-06-07 16:55:27		select the optimal model (1-th step and lr=0.0001) for the current mini-batch.
2024-06-07 16:55:27		initialize selection method=last_iterate.
2024-06-07 16:55:27		adapt the model for 1 steps with lr=0.0001.
2024-06-07 16:55:28		select the optimal model (1-th step and lr=0.0001) for the current mini-batch.
2024-06-07 16:55:28		initialize selection method=last_iterate.
2024-06-07 16:55:28		adapt the model for 1 steps with lr=0.0001.
2024-06-07 16:55:28		select the optimal model (1-th step and lr=0.0001) for the current mini-batch.
2024-06-07 16:55:28		initialize selection method=last_iterate.
2024-06-07 16:55:28		adapt the model for 1 steps with lr=0.0001.
2024-06-07 16:55:29		select the optimal model (1-th step and lr=0.0001) for the current mini-batch.
2024-06-07 16:55:29		initialize selection method=last_iterate.
2024-06-07 16:55:29		adapt the model for 1 steps with lr=0.0001.
2024-06-07 16:55:30		select the optimal model (1-th step and lr=0.0001) for the current mini-batch.
2024-06-07 16:55:30		initialize selection method=last_iterate.
2024-06-07 16:55:30		adapt the model for 1 steps with lr=0.0001.
2024-06-07 16:55:31		select the optimal model (1-th step and lr=0.0001) for the current mini-batch.
2024-06-07 16:55:31		initialize selection method=last_iterate.
2024-06-07 16:55:31		adapt the model for 1 steps with lr=0.0001.
2024-06-07 16:55:32		select the optimal model (1-th step and lr=0.0001) for the current mini-batch.
2024-06-07 16:55:32		initialize selection method=last_iterate.
2024-06-07 16:55:32		adapt the model for 1 steps with lr=0.0001.
2024-06-07 16:55:32		select the optimal model (1-th step and lr=0.0001) for the current mini-batch.
2024-06-07 16:55:32		initialize selection method=last_iterate.
2024-06-07 16:55:32		adapt the model for 1 steps with lr=0.0001.
2024-06-07 16:55:33		select the optimal model (1-th step and lr=0.0001) for the current mini-batch.
2024-06-07 16:55:33		initialize selection method=last_iterate.
2024-06-07 16:55:33		adapt the model for 1 steps with lr=0.0001.
2024-06-07 16:55:34		select the optimal model (1-th step and lr=0.0001) for the current mini-batch.
2024-06-07 16:55:34		initialize selection method=last_iterate.
2024-06-07 16:55:34		adapt the model for 1 steps with lr=0.0001.
2024-06-07 16:55:35		select the optimal model (1-th step and lr=0.0001) for the current mini-batch.
2024-06-07 16:55:35		initialize selection method=last_iterate.
2024-06-07 16:55:35		adapt the model for 1 steps with lr=0.0001.
2024-06-07 16:55:36		select the optimal model (1-th step and lr=0.0001) for the current mini-batch.
2024-06-07 16:55:36		initialize selection method=last_iterate.
2024-06-07 16:55:36		adapt the model for 1 steps with lr=0.0001.
2024-06-07 16:55:36		select the optimal model (1-th step and lr=0.0001) for the current mini-batch.
2024-06-07 16:55:36		initialize selection method=last_iterate.
2024-06-07 16:55:36		adapt the model for 1 steps with lr=0.0001.
2024-06-07 16:55:37		select the optimal model (1-th step and lr=0.0001) for the current mini-batch.
2024-06-07 16:55:37		initialize selection method=last_iterate.
2024-06-07 16:55:37		adapt the model for 1 steps with lr=0.0001.
2024-06-07 16:55:38		select the optimal model (1-th step and lr=0.0001) for the current mini-batch.
2024-06-07 16:55:38		initialize selection method=last_iterate.
2024-06-07 16:55:38		adapt the model for 1 steps with lr=0.0001.
2024-06-07 16:55:39		select the optimal model (1-th step and lr=0.0001) for the current mini-batch.
2024-06-07 16:55:39		initialize selection method=last_iterate.
2024-06-07 16:55:39		adapt the model for 1 steps with lr=0.0001.
2024-06-07 16:55:40		select the optimal model (1-th step and lr=0.0001) for the current mini-batch.
2024-06-07 16:55:40		initialize selection method=last_iterate.
2024-06-07 16:55:40		adapt the model for 1 steps with lr=0.0001.
2024-06-07 16:55:41		select the optimal model (1-th step and lr=0.0001) for the current mini-batch.
2024-06-07 16:55:41		initialize selection method=last_iterate.
2024-06-07 16:55:41		adapt the model for 1 steps with lr=0.0001.
2024-06-07 16:55:41		select the optimal model (1-th step and lr=0.0001) for the current mini-batch.
2024-06-07 16:55:41		initialize selection method=last_iterate.
2024-06-07 16:55:41		adapt the model for 1 steps with lr=0.0001.
2024-06-07 16:55:42		select the optimal model (1-th step and lr=0.0001) for the current mini-batch.
2024-06-07 16:55:42		initialize selection method=last_iterate.
2024-06-07 16:55:42		adapt the model for 1 steps with lr=0.0001.
2024-06-07 16:55:43		select the optimal model (1-th step and lr=0.0001) for the current mini-batch.
2024-06-07 16:55:43		initialize selection method=last_iterate.
2024-06-07 16:55:43		adapt the model for 1 steps with lr=0.0001.
2024-06-07 16:55:44		select the optimal model (1-th step and lr=0.0001) for the current mini-batch.
2024-06-07 16:55:44		initialize selection method=last_iterate.
2024-06-07 16:55:44		adapt the model for 1 steps with lr=0.0001.
2024-06-07 16:55:45		select the optimal model (1-th step and lr=0.0001) for the current mini-batch.
2024-06-07 16:55:45		initialize selection method=last_iterate.
2024-06-07 16:55:45		adapt the model for 1 steps with lr=0.0001.
2024-06-07 16:55:45		select the optimal model (1-th step and lr=0.0001) for the current mini-batch.
2024-06-07 16:55:45		initialize selection method=last_iterate.
2024-06-07 16:55:45		adapt the model for 1 steps with lr=0.0001.
2024-06-07 16:55:46		select the optimal model (1-th step and lr=0.0001) for the current mini-batch.
2024-06-07 16:55:46		initialize selection method=last_iterate.
2024-06-07 16:55:46		adapt the model for 1 steps with lr=0.0001.
2024-06-07 16:55:47		select the optimal model (1-th step and lr=0.0001) for the current mini-batch.
2024-06-07 16:55:47		initialize selection method=last_iterate.
2024-06-07 16:55:47		adapt the model for 1 steps with lr=0.0001.
2024-06-07 16:55:48		select the optimal model (1-th step and lr=0.0001) for the current mini-batch.
2024-06-07 16:55:48		initialize selection method=last_iterate.
2024-06-07 16:55:48		adapt the model for 1 steps with lr=0.0001.
2024-06-07 16:55:49		select the optimal model (1-th step and lr=0.0001) for the current mini-batch.
2024-06-07 16:55:49		initialize selection method=last_iterate.
2024-06-07 16:55:49		adapt the model for 1 steps with lr=0.0001.
2024-06-07 16:55:50		select the optimal model (1-th step and lr=0.0001) for the current mini-batch.
2024-06-07 16:55:50		initialize selection method=last_iterate.
2024-06-07 16:55:50		adapt the model for 1 steps with lr=0.0001.
2024-06-07 16:55:50		select the optimal model (1-th step and lr=0.0001) for the current mini-batch.
2024-06-07 16:55:50		initialize selection method=last_iterate.
2024-06-07 16:55:50		adapt the model for 1 steps with lr=0.0001.
2024-06-07 16:55:51		select the optimal model (1-th step and lr=0.0001) for the current mini-batch.
2024-06-07 16:55:51		initialize selection method=last_iterate.
2024-06-07 16:55:51		adapt the model for 1 steps with lr=0.0001.
2024-06-07 16:55:52		select the optimal model (1-th step and lr=0.0001) for the current mini-batch.
2024-06-07 16:55:52		initialize selection method=last_iterate.
2024-06-07 16:55:52		adapt the model for 1 steps with lr=0.0001.
2024-06-07 16:55:53		select the optimal model (1-th step and lr=0.0001) for the current mini-batch.
2024-06-07 16:55:53		initialize selection method=last_iterate.
2024-06-07 16:55:53		adapt the model for 1 steps with lr=0.0001.
2024-06-07 16:55:54		select the optimal model (1-th step and lr=0.0001) for the current mini-batch.
2024-06-07 16:55:54		initialize selection method=last_iterate.
2024-06-07 16:55:54		adapt the model for 1 steps with lr=0.0001.
2024-06-07 16:55:54		select the optimal model (1-th step and lr=0.0001) for the current mini-batch.
2024-06-07 16:55:54		initialize selection method=last_iterate.
2024-06-07 16:55:54		adapt the model for 1 steps with lr=0.0001.
2024-06-07 16:55:55		select the optimal model (1-th step and lr=0.0001) for the current mini-batch.
2024-06-07 16:55:55		initialize selection method=last_iterate.
2024-06-07 16:55:55		adapt the model for 1 steps with lr=0.0001.
2024-06-07 16:55:56		select the optimal model (1-th step and lr=0.0001) for the current mini-batch.
2024-06-07 16:55:56		initialize selection method=last_iterate.
2024-06-07 16:55:56		adapt the model for 1 steps with lr=0.0001.
2024-06-07 16:55:57		select the optimal model (1-th step and lr=0.0001) for the current mini-batch.
2024-06-07 16:55:57		initialize selection method=last_iterate.
2024-06-07 16:55:57		adapt the model for 1 steps with lr=0.0001.
2024-06-07 16:55:58		select the optimal model (1-th step and lr=0.0001) for the current mini-batch.
2024-06-07 16:55:58		initialize selection method=last_iterate.
2024-06-07 16:55:58		adapt the model for 1 steps with lr=0.0001.
2024-06-07 16:55:59		select the optimal model (1-th step and lr=0.0001) for the current mini-batch.
2024-06-07 16:55:59		initialize selection method=last_iterate.
2024-06-07 16:55:59		adapt the model for 1 steps with lr=0.0001.
2024-06-07 16:55:59		select the optimal model (1-th step and lr=0.0001) for the current mini-batch.
2024-06-07 16:55:59		initialize selection method=last_iterate.
2024-06-07 16:55:59		adapt the model for 1 steps with lr=0.0001.
2024-06-07 16:56:00		select the optimal model (1-th step and lr=0.0001) for the current mini-batch.
2024-06-07 16:56:00		initialize selection method=last_iterate.
2024-06-07 16:56:00		adapt the model for 1 steps with lr=0.0001.
2024-06-07 16:56:01		select the optimal model (1-th step and lr=0.0001) for the current mini-batch.
2024-06-07 16:56:01		initialize selection method=last_iterate.
2024-06-07 16:56:01		adapt the model for 1 steps with lr=0.0001.
2024-06-07 16:56:02		select the optimal model (1-th step and lr=0.0001) for the current mini-batch.
2024-06-07 16:56:02		initialize selection method=last_iterate.
2024-06-07 16:56:02		adapt the model for 1 steps with lr=0.0001.
2024-06-07 16:56:03		select the optimal model (1-th step and lr=0.0001) for the current mini-batch.
2024-06-07 16:56:03		initialize selection method=last_iterate.
2024-06-07 16:56:03		adapt the model for 1 steps with lr=0.0001.
2024-06-07 16:56:03		select the optimal model (1-th step and lr=0.0001) for the current mini-batch.
2024-06-07 16:56:03		initialize selection method=last_iterate.
2024-06-07 16:56:03		adapt the model for 1 steps with lr=0.0001.
2024-06-07 16:56:04		select the optimal model (1-th step and lr=0.0001) for the current mini-batch.
2024-06-07 16:56:04		initialize selection method=last_iterate.
2024-06-07 16:56:04		adapt the model for 1 steps with lr=0.0001.
2024-06-07 16:56:05		select the optimal model (1-th step and lr=0.0001) for the current mini-batch.
2024-06-07 16:56:05		initialize selection method=last_iterate.
2024-06-07 16:56:05		adapt the model for 1 steps with lr=0.0001.
2024-06-07 16:56:06		select the optimal model (1-th step and lr=0.0001) for the current mini-batch.
2024-06-07 16:56:06		initialize selection method=last_iterate.
2024-06-07 16:56:06		adapt the model for 1 steps with lr=0.0001.
2024-06-07 16:56:07		select the optimal model (1-th step and lr=0.0001) for the current mini-batch.
2024-06-07 16:56:07		initialize selection method=last_iterate.
2024-06-07 16:56:07		adapt the model for 1 steps with lr=0.0001.
2024-06-07 16:56:07		select the optimal model (1-th step and lr=0.0001) for the current mini-batch.
2024-06-07 16:56:07		initialize selection method=last_iterate.
2024-06-07 16:56:07		adapt the model for 1 steps with lr=0.0001.
2024-06-07 16:56:08		select the optimal model (1-th step and lr=0.0001) for the current mini-batch.
2024-06-07 16:56:08		initialize selection method=last_iterate.
2024-06-07 16:56:08		adapt the model for 1 steps with lr=0.0001.
2024-06-07 16:56:09		select the optimal model (1-th step and lr=0.0001) for the current mini-batch.
2024-06-07 16:56:09		initialize selection method=last_iterate.
2024-06-07 16:56:09		adapt the model for 1 steps with lr=0.0001.
2024-06-07 16:56:10		select the optimal model (1-th step and lr=0.0001) for the current mini-batch.
2024-06-07 16:56:10		initialize selection method=last_iterate.
2024-06-07 16:56:10		adapt the model for 1 steps with lr=0.0001.
2024-06-07 16:56:11		select the optimal model (1-th step and lr=0.0001) for the current mini-batch.
2024-06-07 16:56:11		initialize selection method=last_iterate.
2024-06-07 16:56:11		adapt the model for 1 steps with lr=0.0001.
2024-06-07 16:56:11		select the optimal model (1-th step and lr=0.0001) for the current mini-batch.
2024-06-07 16:56:11		initialize selection method=last_iterate.
2024-06-07 16:56:11		adapt the model for 1 steps with lr=0.0001.
2024-06-07 16:56:12		select the optimal model (1-th step and lr=0.0001) for the current mini-batch.
2024-06-07 16:56:12		initialize selection method=last_iterate.
2024-06-07 16:56:12		adapt the model for 1 steps with lr=0.0001.
2024-06-07 16:56:13		select the optimal model (1-th step and lr=0.0001) for the current mini-batch.
2024-06-07 16:56:13		initialize selection method=last_iterate.
2024-06-07 16:56:13		adapt the model for 1 steps with lr=0.0001.
2024-06-07 16:56:14		select the optimal model (1-th step and lr=0.0001) for the current mini-batch.
2024-06-07 16:56:14		initialize selection method=last_iterate.
2024-06-07 16:56:14		adapt the model for 1 steps with lr=0.0001.
2024-06-07 16:56:15		select the optimal model (1-th step and lr=0.0001) for the current mini-batch.
2024-06-07 16:56:15		initialize selection method=last_iterate.
2024-06-07 16:56:15		adapt the model for 1 steps with lr=0.0001.
2024-06-07 16:56:16		select the optimal model (1-th step and lr=0.0001) for the current mini-batch.
2024-06-07 16:56:16		initialize selection method=last_iterate.
2024-06-07 16:56:16		adapt the model for 1 steps with lr=0.0001.
2024-06-07 16:56:16		select the optimal model (1-th step and lr=0.0001) for the current mini-batch.
2024-06-07 16:56:16		initialize selection method=last_iterate.
2024-06-07 16:56:16		adapt the model for 1 steps with lr=0.0001.
2024-06-07 16:56:17		select the optimal model (1-th step and lr=0.0001) for the current mini-batch.
2024-06-07 16:56:17		initialize selection method=last_iterate.
2024-06-07 16:56:17		adapt the model for 1 steps with lr=0.0001.
2024-06-07 16:56:18		select the optimal model (1-th step and lr=0.0001) for the current mini-batch.
2024-06-07 16:56:18		initialize selection method=last_iterate.
2024-06-07 16:56:18		adapt the model for 1 steps with lr=0.0001.
2024-06-07 16:56:19		select the optimal model (1-th step and lr=0.0001) for the current mini-batch.
2024-06-07 16:56:19		initialize selection method=last_iterate.
2024-06-07 16:56:19		adapt the model for 1 steps with lr=0.0001.
2024-06-07 16:56:20		select the optimal model (1-th step and lr=0.0001) for the current mini-batch.
2024-06-07 16:56:20		initialize selection method=last_iterate.
2024-06-07 16:56:20		adapt the model for 1 steps with lr=0.0001.
2024-06-07 16:56:20		select the optimal model (1-th step and lr=0.0001) for the current mini-batch.
2024-06-07 16:56:20		initialize selection method=last_iterate.
2024-06-07 16:56:20		adapt the model for 1 steps with lr=0.0001.
2024-06-07 16:56:21		select the optimal model (1-th step and lr=0.0001) for the current mini-batch.
2024-06-07 16:56:21		initialize selection method=last_iterate.
2024-06-07 16:56:21		adapt the model for 1 steps with lr=0.0001.
2024-06-07 16:56:22		select the optimal model (1-th step and lr=0.0001) for the current mini-batch.
2024-06-07 16:56:22		initialize selection method=last_iterate.
2024-06-07 16:56:22		adapt the model for 1 steps with lr=0.0001.
2024-06-07 16:56:23		select the optimal model (1-th step and lr=0.0001) for the current mini-batch.
2024-06-07 16:56:23		initialize selection method=last_iterate.
2024-06-07 16:56:23		adapt the model for 1 steps with lr=0.0001.
2024-06-07 16:56:24		select the optimal model (1-th step and lr=0.0001) for the current mini-batch.
2024-06-07 16:56:24		initialize selection method=last_iterate.
2024-06-07 16:56:24		adapt the model for 1 steps with lr=0.0001.
2024-06-07 16:56:24		select the optimal model (1-th step and lr=0.0001) for the current mini-batch.
2024-06-07 16:56:24		initialize selection method=last_iterate.
2024-06-07 16:56:24		adapt the model for 1 steps with lr=0.0001.
2024-06-07 16:56:25		select the optimal model (1-th step and lr=0.0001) for the current mini-batch.
2024-06-07 16:56:25		initialize selection method=last_iterate.
2024-06-07 16:56:25		adapt the model for 1 steps with lr=0.0001.
2024-06-07 16:56:26		select the optimal model (1-th step and lr=0.0001) for the current mini-batch.
2024-06-07 16:56:26		initialize selection method=last_iterate.
2024-06-07 16:56:26		adapt the model for 1 steps with lr=0.0001.
2024-06-07 16:56:27		select the optimal model (1-th step and lr=0.0001) for the current mini-batch.
2024-06-07 16:56:27		initialize selection method=last_iterate.
2024-06-07 16:56:27		adapt the model for 1 steps with lr=0.0001.
2024-06-07 16:56:28		select the optimal model (1-th step and lr=0.0001) for the current mini-batch.
2024-06-07 16:56:28		initialize selection method=last_iterate.
2024-06-07 16:56:28		adapt the model for 1 steps with lr=0.0001.
2024-06-07 16:56:28		select the optimal model (1-th step and lr=0.0001) for the current mini-batch.
2024-06-07 16:56:29		initialize selection method=last_iterate.
2024-06-07 16:56:29		adapt the model for 1 steps with lr=0.0001.
2024-06-07 16:56:29		select the optimal model (1-th step and lr=0.0001) for the current mini-batch.
2024-06-07 16:56:29		initialize selection method=last_iterate.
2024-06-07 16:56:29		adapt the model for 1 steps with lr=0.0001.
